ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,HIGH_CONCENTRATION,CONCENTRATION_IS_NEGATIVE_ONE
202,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-02,False,True
203,Food-Candy,Laposse,Lead,-1.0,ppm,Elaborado,MEXICO,2011-06-02,False,True
204,Food-Candy,Paleton,Lead,-1.0,ppm,Coronado,MEXICO,2011-06-02,False,True
205,Food-Spice,Turmeric powder,Lead,580.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-06-03,True,False
206,Food-Spice,Cumin seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-06-03,False,True
207,Food-Spice,Coriander seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-06-03,False,True
208,Food Other,Lentil,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-06-03,False,True
209,Food-Spice,Calcium Lactate Granules,Lead,-1.0,ppm,NCPC,CHINA,2011-06-03,False,True
210,Food-Spice,Chili peppers,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-06,False,True
211,Food Other,Bon Bon Bum,Lead,-1.0,ppm,Colombina,DOMINICAN REPUBLIC,2011-06-07,False,True
212,Food Other,El Ocho,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-07,False,True
213,Food Other,Potato chips,Lead,-1.0,ppm,Frito Lay Dominicana,DOMINICAN REPUBLIC,2011-06-07,False,True
214,Toys/Children's Products,Toy,Lead,-1.0,ppm,Melissa & Doug LLC,UNKNOWN OR NOT STATED,2011-06-08,False,True
215,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Arsenic,9.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2011-06-13,True,False
216,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Lead,12.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2011-06-13,True,False
217,Dietary Supplement/Medications/Remedy,Kankayan Bati (Gulma) (Ayurvedic),Mercury,35.0,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,2011-06-13,True,False
218,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Arsenic,4.0,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,2011-06-13,False,False
219,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Lead,3.0,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,2011-06-13,False,False
220,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Mercury,4.9,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,2011-06-13,False,False
221,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Arsenic,130.0,ppm,Shree Baidyanath,INDIA,2011-06-13,True,False
222,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Lead,20000.0,ppm,Shree Baidyanath,INDIA,2011-06-13,True,False
223,Dietary Supplement/Medications/Remedy,Vatvidhwansan Ras (Ayurvedic),Mercury,15000.0,ppm,Shree Baidyanath,INDIA,2011-06-13,True,False
224,Religious powder,Incense stick,Lead,14.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-13,True,False
225,Food-Spice,Cumin seeds,Lead,7.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-13,True,False
226,Cosmetics,Surma (Hashmi),Lead,140000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-16,True,False
227,Cosmetics,Surma,Lead,290000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2011-06-16,True,False
228,Food-Spice,Hmely Sunele/Kenza,Lead,1300.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-06-20,True,False
229,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Arsenic,410.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-06-21,True,False
230,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Lead,22000.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-06-21,True,False
231,Dietary Supplement/Medications/Remedy,Garbhapal Ras (Ayurvedic),Mercury,19000.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-06-21,True,False
232,Dietary Supplement/Medications/Remedy,Alafia Bitters,Lead,-1.0,ppm,Ghana Herbalists Association,GHANA,2011-06-21,False,True
233,Cosmetics,Crema Santa Skin Lightening Cream,Mercury,-1.0,ppm,"Laboratorios Contifarma, C. por A",DOMINICAN REPUBLIC,2011-06-23,False,True
234,Toys/Children's Products,Crayons,Lead,9.0,ppm,UNKNOWN OR NOT STATED,CHINA,2011-06-23,True,False
235,Toys/Children's Products,Toy bus,Lead,22.0,ppm,Devrian Global Industries LLC,CHINA,2011-06-25,True,False
236,Toys/Children's Products,Wooden block,Lead,15.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-06-25,True,False
237,Toys/Children's Products,Football,Lead,16.0,ppm,Multitoys,BRAZIL,2011-06-27,True,False
238,Dietary Supplement/Medications/Remedy,Kindermins,Lead,9.7,ppm,Herbalife,UNKNOWN OR NOT STATED,2011-06-28,True,False
239,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-06-29,False,True
240,Tableware/Pottery,Clay pitcher,Lead,14000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-07-06,True,False
241,Food-Candy,Mini Paleta Payaso,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-07-13,False,True
242,Toys/Children's Products,Wooden block,Lead,4.6,ppm,Melissa & Doug,CHINA,2011-07-14,False,False
243,Toys/Children's Products,Wooden block,Lead,-1.0,ppm,Melissa & Doug,CHINA,2011-07-14,False,True
244,Food-Spice,Cumin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-07-14,False,True
245,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-07-14,False,True
246,Food-Spice,Coriander,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-07-14,False,True
247,Food-Spice,Turmeric,Lead,1.7,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-07-14,False,False
248,Food-Spice,Mustard seeds,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-07-14,False,True
249,Food-Spice,Garam masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-07-14,False,True
250,Religious powder,Sindoor,Lead,180.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-07-14,True,False
251,Food-Candy,Tarrito Lollipop (Dulces Vero) candy,Lead,-1.0,ppm,Dulces Vero,MEXICO,2011-07-20,False,True
252,Food-Candy,Candy,Lead,-1.0,ppm,Hershey Mexico,MEXICO,2011-07-20,False,True
253,Food Other,Churritos,Lead,-1.0,ppm,Kipi,UNKNOWN OR NOT STATED,2011-07-20,False,True
254,Food Other,Churritos,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-07-20,False,True
255,Tableware/Pottery,China Plate,Lead,-1.0,ppm,Wedgwood,UNITED KINGDOM,2011-07-25,False,True
256,Tableware/Pottery,Glass cup,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-07-25,False,True
257,Food-Spice,Turmeric powder,Lead,6.7,ppm,Y.V.S. & Co.,INDIA,2011-08-08,True,False
258,Food Other,Tea leaves,Lead,-1.0,ppm,Al-K Bous,YEMEN,2011-08-09,False,True
259,Other,Metal rods in fish,Lead,950000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-14,True,False
260,Food-Spice,Oregano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-17,False,True
261,Tableware/Pottery,Ceramic container,Lead,21000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-23,True,False
262,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Arsenic,-1.0,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,2011-08-25,False,True
263,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Lead,0.63,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,2011-08-25,False,False
264,Dietary Supplement/Medications/Remedy,Phalasarpis (Ayurvedic),Mercury,-1.0,ppm,Ashtavaidyan Thaikkattu Mooss Vaidyaratnam Oushadh,INDIA,2011-08-25,False,True
265,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Arsenic,11.0,ppm,Arya Vaidya Sala,INDIA,2011-08-25,True,False
266,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Lead,6.6,ppm,Arya Vaidya Sala,INDIA,2011-08-25,True,False
267,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Mercury,1.4,ppm,Arya Vaidya Sala,INDIA,2011-08-25,False,False
268,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Arsenic,-1.0,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,2011-08-25,False,True
269,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Lead,-1.0,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,2011-08-25,False,True
270,Dietary Supplement/Medications/Remedy,Shatavari Kalpa (Ayurvedic),Mercury,-1.0,ppm,The Ayurvedeeya Arkashala Ltd. Satara,INDIA,2011-08-25,False,True
271,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,59.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
272,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1200.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
273,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1000.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
274,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,5.2,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
275,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,450.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
276,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,6800.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
277,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,12000.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
278,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,35.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
279,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,18000.0,ppm,Ban Labs Ltd.,INDIA,2011-08-25,True,False
280,Food-Spice,Turmeric powder,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-25,False,False
281,Food-Spice,Georgian spice,Lead,11000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-26,True,False
282,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,2011-08-26,False,True
283,Cosmetics,Surma (Hashmi),Lead,610000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-08-30,True,False
284,Cosmetics,Surma,Lead,770000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2011-09-02,True,False
285,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-02,False,True
286,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-02,False,True
287,Food-Spice,Garam Masala,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-02,False,True
288,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-02,False,True
289,Dietary Supplement/Medications/Remedy,Tempra Paracetamol,Lead,-1.0,ppm,Mead Johnson,MEXICO,2011-09-08,False,True
290,Cosmetics,Surma,Lead,350000.0,ppm,UNKNOWN OR NOT STATED,PAKISTAN,2011-09-08,True,False
291,Food-Candy,Candy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-08,False,True
292,Food Other,Cheese ball,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-08,False,True
293,Food Other,Fruit in syrup,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-08,False,True
294,Food-Spice,Spice,Lead,0.76,ppm,UNKNOWN OR NOT STATED,UZBEKISTAN,2011-09-08,False,False
295,Dietary Supplement/Medications/Remedy,Bo ying compound,Lead,2.3,ppm,Eu Yan Sang,HONG KONG,2011-09-08,False,False
296,Other,Sheetrock peeling,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-14,False,True
297,Food-Spice,Turmeric,Lead,1.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-22,False,False
298,Food Other,Dried fish,Lead,0.66,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2011-09-22,False,False
299,Dietary Supplement/Medications/Remedy,Prenatal tablets w/ Folic Acid,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-09-23,False,True
300,Food-Spice,Jamaican Green Seasoning,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2011-09-23,False,True
301,Jewelry,Baby bracelet,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNITED STATES,2011-10-03,False,True
302,Toys/Children's Products,Crayon,Lead,-1.0,ppm,Creative Edge,CHINA,2011-10-05,False,True
303,Food Other,Dried fruits,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-06,False,True
304,Food Other,Seeds (Semilla de Calabasa),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-06,False,True
305,Food-Spice,Turmeric,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-18,False,True
306,Food-Spice,Cumin,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-18,False,False
307,Food-Spice,Red Chili Powder,Lead,3.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-18,False,False
308,Dietary Supplement/Medications/Remedy,Vitamin,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-20,False,True
309,Food-Spice,Seasoning,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-20,False,True
310,Food Other,Wafer,Lead,1.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-20,False,False
311,Food Other,Tamarind,Lead,1.1,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-10-20,False,False
312,Food-Spice,Chili Pepper,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-10-20,False,True
313,Food Other,Shrimps,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-10-20,False,True
314,Food-Candy,Chocolate,Lead,5.1,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-10-20,True,False
315,Cosmetics,Surma,Lead,360000.0,ppm,UNKNOWN OR NOT STATED,INDIA,2011-11-01,True,False
316,Food-Spice,Yellow spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2011-11-04,False,True
317,Food-Spice,Spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,JAMAICA,2011-11-04,False,True
318,Food-Spice,Georgian spice,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-11-10,False,True
319,Food-Spice,Georgian spice,Lead,2800.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-11-10,True,False
320,Food-Spice,Georgian spice,Lead,2900.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-11-10,True,False
321,Food Other,Mole Poblano,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-11-15,False,True
322,Food-Spice,Pepita,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-11-15,False,True
323,Food Other,Amaranto,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-11-15,False,True
324,Food-Spice,Red Chilli Powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-11-22,False,True
325,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-11-22,False,True
326,Dietary Supplement/Medications/Remedy,Filmet Suspension,Lead,-1.0,ppm,BEXIMCO Pharma,BANGLADESH,2011-11-23,False,True
327,Dietary Supplement/Medications/Remedy,Napa Paracetamol,Lead,-1.0,ppm,NAPA,BANGLADESH,2011-11-23,False,True
328,Dietary Supplement/Medications/Remedy,Xolide (Azithromycin USP 200mg/5ml),Lead,-1.0,ppm,RADIANT PHARMACEUTICALS,BANGLADESH,2011-11-23,False,True
329,Dietary Supplement/Medications/Remedy,Multivitamin,Lead,-1.0,ppm,SQUARE,BANGLADESH,2011-11-23,False,True
330,Food Other,Breakfast cereal,Lead,0.72,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05,False,False
331,Food-Spice,Georgian spice (Utsko Suneli),Lead,260.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-12-05,True,False
332,Food-Spice,Saffron,Lead,22000.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-12-05,True,False
333,Food-Spice,Spice,Lead,2.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05,False,False
334,Dietary Supplement/Medications/Remedy,White tablet (calcium supplement),Lead,0.87,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-05,False,False
335,Food-Candy,Vero Elotes Max Lollypop,Lead,-1.0,ppm,Vero,MEXICO,2011-12-07,False,True
336,Food Other,Peanut bar,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-07,False,True
337,Food-Spice,Georgian salt,Lead,450.0,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-12-12,True,False
338,Food-Spice,Georgian spice,Lead,420.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-12,True,False
339,Food-Spice,Cilantro,Lead,4.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-12,False,False
340,Food-Spice,Georgian spice,Lead,8.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-12,True,False
341,Food-Spice,Georgian spice,Lead,8.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-12,True,False
342,Food-Spice,Georgian spice,Lead,17000.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-12,True,False
343,Food-Spice,Seasoning,Lead,7.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,2011-12-12,True,False
344,Food-Candy,Candy (Special cantaloup),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-13,False,True
345,Food-Candy,Pran Milk Candy,Lead,-1.0,ppm,Pran Confectionery LTD,BANGLADESH,2011-12-13,False,True
346,Food-Candy,Candy,Lead,-1.0,ppm,Montes Y CIA S.A. DE CV,MEXICO,2011-12-13,False,True
347,Food-Candy,Candy (Caramelo Macizo Acidulado),Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-13,False,True
348,Food-Spice,Turmeric powder,Lead,1.5,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,2011-12-15,False,False
349,Food-Spice,Coriander powder,Lead,-1.0,ppm,SQUARE CONSUMER PRODUCTS LTD,BANGLADESH,2011-12-15,False,True
350,Food-Spice,Chili powder,Lead,0.78,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-15,False,False
351,Food Other,Chapulinas,Lead,70.0,ppm,UNKNOWN OR NOT STATED,MEXICO,2011-12-16,True,False
352,Jewelry,Bracelet,Lead,160.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2011-12-19,True,False
353,Food Other,Dried shrimp,Lead,2.7,ppm,UNKNOWN OR NOT STATED,COTE D'IVOIRE,2012-01-05,False,False
354,Cosmetics,Surma (Hashmi),Lead,600000.0,ppm,Hashimi,PAKISTAN,2012-01-12,True,False
355,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Arsenic,140.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23,True,False
356,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Lead,110.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23,True,False
357,Dietary Supplement/Medications/Remedy,Garbha Dharak Yog (Ayurvedic),Mercury,100000.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23,True,False
358,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Arsenic,12.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23,True,False
359,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Lead,180.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23,True,False
360,Dietary Supplement/Medications/Remedy,Laxmana Louh (Ayurvedic),Mercury,120.0,ppm,Vyas Pharmaceuticals,INDIA,2012-01-23,True,False
361,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Arsenic,-1.0,ppm,Shree Aushadh Pratisthan,INDIA,2012-01-23,False,True
362,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Lead,1.1,ppm,Shree Aushadh Pratisthan,INDIA,2012-01-23,False,False
363,Dietary Supplement/Medications/Remedy,Phal (Ayurvedic),Mercury,-1.0,ppm,Shree Aushadh Pratisthan,INDIA,2012-01-23,False,True
364,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,100.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23,True,False
365,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,24000.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23,True,False
366,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Mercury,70000.0,ppm,Ban Labs Ltd.,INDIA,2012-01-23,True,False
367,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Arsenic,52000.0,ppm,Shree Baidyanath,INDIA,2012-01-23,True,False
368,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,-1.0,ppm,Shree Baidyanath,INDIA,2012-01-23,False,True
369,Dietary Supplement/Medications/Remedy,Garbha Chintamani Ras(Vrihat) (Swarna Yukt) (Ayur),Lead,120.0,ppm,Shree Baidyanath,INDIA,2012-01-23,True,False
370,Dietary Supplement/Medications/Remedy,Pigmento (Ayurvedic),Arsenic,27.0,ppm,Charak Pharma Pvt. Ltd.,INDIA,2012-01-23,True,False
371,Dietary Supplement/Medications/Remedy,Pigmento (Ayurvedic),Lead,7.3,ppm,Charak Pharma Pvt. Ltd.,INDIA,2012-01-23,True,False
372,Dietary Supplement/Medications/Remedy,Pigmento (Ayurvedic),Mercury,29000.0,ppm,Charak Pharma Pvt. Ltd.,INDIA,2012-01-23,True,False
373,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23,False,True
374,Food-Spice,Chili powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23,False,True
375,Food-Spice,Turmeric powder,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23,False,True
376,Dietary Supplement/Medications/Remedy,Shatavari,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23,False,True
377,Food Other,Gooseberry,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23,False,True
378,Food-Spice,Asafoetida (Hing),Lead,3.6,ppm,UNKNOWN OR NOT STATED,INDIA,2012-01-23,False,False
379,Toys/Children's Products,Crayon,Lead,0.74,ppm,Crayola,UNITED STATES,2012-01-31,False,False
380,Food Other,Potato chips,Lead,1.3,ppm,ASSOCIATED BRANDS IND LTD,TRINIDAD AND TOBAGO,2012-02-01,False,False
381,Food Other,Browning Sauce,Lead,0.6,ppm,GRACE,JAMAICA,2012-02-01,False,False
382,Food-Spice,Turmeric powder,Lead,850.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2012-02-01,True,False
383,Food-Spice,Chili powder,Lead,5.5,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2012-02-01,True,False
384,Food-Spice,Chili powder,Lead,3.3,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2012-02-03,False,False
385,Food-Spice,Turmeric powder,Lead,870.0,ppm,UNKNOWN OR NOT STATED,BANGLADESH,2012-02-03,True,False
386,Toys/Children's Products,Toy car,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-02-14,False,True
387,Food Other,BrookBond Tea,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,INDIA,2012-02-14,False,True
388,Food Other,Complan,Lead,-1.0,ppm,Heinz India PVT Ltd,INDIA,2012-02-14,False,True
389,Food Other,Aahu Barah (Rice),Lead,-1.0,ppm,Naveed Traders,PAKISTAN,2012-02-14,False,True
390,Toys/Children's Products,Superman Toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-02-14,False,True
391,Cosmetics,Baby Massage Cream,Lead,-1.0,ppm,"Distribuidora Comercial Jafra, S.A. de C.V.",MEXICO,2012-02-23,False,True
392,Toys/Children's Products,Plastic toy,Lead,350.0,ppm,UNKNOWN OR NOT STATED,CHINA,2012-02-23,True,False
393,Toys/Children's Products,Mario Toy,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-02-23,False,True
394,Other,Zipper Handle,Lead,-1.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-03-05,False,True
395,Food-Spice,Orange powder,Lead,9.8,ppm,UNKNOWN OR NOT STATED,GEORGIA,2012-03-09,True,False
396,Food-Spice,Georgian spice,Lead,1200.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-03-09,True,False
397,Food-Spice,Georgian spice,Lead,11.0,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,2012-03-09,True,False
